,Notice Identifier,Notice Type,Organisation Name,Status,Published Date,Title,Description,Nationwide,Postcode,Region,Cpv Codes,Contact Name,Contact Email,Contact Address 1,Contact Address 2,Contact Town,Contact Postcode,Contact Country,Contact Telephone,Contact Website,Attachments,Links,Additional Text,Start Date,End Date,Closing Date,Is sub-contract,Parent Reference,Suitable for SME,Suitable for VCO,Supply Chain,OJEU Contract Type,Value Low,Value High,Awarded Date,Awarded Value,Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE],Supplier's contact name,Contract start date,Contract end date,OJEU Procedure Type,Accelerated Justification
148,LEEDSCITY001-DN251076-85397857,Contract,Leeds City Council,Closed,2017-03-30T16:26:04Z,Dynamic Purchasing System (DPS) for the Provision of Transport Services via standard minibus and wheelchair accessible minibuses,"This DPS will be used to contract work ranging from single, predefined routes to multiple pre-defined routes. We may also from time to time contract work that will require operators to undertake multiple routes within a defined geographical area or to a particular site. When contracting multiple or geographical / site based routes, we may ask for the supplier to design and support the service and ensure that they manage it to deliver the outcomes, drivers and benefits of as stated in this specification.                                                                                                                                                                                           Calls for mini competition from the DPS will result in contracts for the provision of transportation for older people, adults with learning difficulties, children with special educational needs and children in care of the Council, in order that they can access day care, social care or education.                                                                                                                                                               All contractors working under this Agreement must be fully compliant with Leeds City Council's Taxi and Private Hire Licensing current conditions and regulations in relation to operators, vehicles, drivers and passenger assistants. This applies to:
	Licensed Taxi and Private Hire Operators.
	PSV Contractor License
	Other permitted operators or suppliers",,,Yorkshire and The Humber,60130000 ,Dylan Owen,dylan.owen@leeds.gov.uk,Westland Road Depot,,Leeds,LS11 5SB,England,+44 1133781820,http://www.leeds.gov.uk,,,,01/04/2017,31/03/2021,31/03/2017,NO,,Yes,No,No,Services,16000000.0,16000000.0,,,,,,,Restricted ,
149,DCC001-DN255682-21426150,Contract,Durham County Council,Closed,2017-04-06T12:44:53Z,Contract for Home to School and Adult Social Care Transport,Contract for Home to School and Adult Social Care Transport. Please go to www.nepo.org using reference number ProContract Reference - DN255682.,,,North East,60000000 ,,helen.holmes@durham.gov.uk,Corporate services,County Hall,Durham,DH1 5UL,England,+44 3000265420,http://www.durham.gov.uk,,,,04/09/2017,03/09/2022,08/05/2017,NO,,No,No,No,Services,10000000.0,10000000.0,,,,,,,Open ,
150,DONCTR001-DN284616-55074837,Contract,Doncaster MBC,Closed,2017-07-04T15:30:24Z,Provision of Transport for Education and Social Services related Contracts,The current Home to School/College and Social Care Framework Contract expires on 31st December 2017.  In order to ensure that we continue to meet our statutory obligation and continue to transport children to schools and colleges we need to put a new contract into place before the end of 2017.,,,Yorkshire and The Humber,60000000 ,Kim Holdridge,kim.holdridge@doncaster.gov.uk,Civic Office,Waterdale,Doncaster,DN1 3BU,England,01302 737219,http://www.doncaster.gov.uk/,,,,01/11/2017,01/11/2023,04/08/2017,NO,,Yes,No,No,Services,15000000.0,15000000.0,,,,,,,Open ,
151,BIP263373583,Contract,Notting Hill Housing Trust,Awarded,2017-07-07T15:08:12Z,NHH Consultant Framework - Transport & Highways Consultants (CF2 Lot 2),Framework Agreement to provide consultancy services for the delivery of NHH development programme.   This contract notice is specifically for Transport and Highways Consultants (CF2 - Lot 2).,,,London,71530000 ,,tenders@camerons.uk.com,Bruce Kenrick House,2 Killick Street,London,N1 9FL,UK,,,,https://www.delta-esourcing.com/delta/respondToList.html?noticeId=263373583 ,,01/06/2017,31/05/2022,31/05/2017,NO,,Yes,No,No,Works,20200000.0,0.0,31/05/2017,20200000.0,"[Curtins Consulting Ltd|Curtin House Columbus Quay
        Liverpool|||No|No]",,01/06/2017,31/05/2022,Open ,
152,CCZI16C48,Contract,Crown Commercial Service,Awarded,2017-10-09T08:41:42Z,Department for Transport - Total Facilities Management Services,Call Off Contract from  Lot 1 (Total Facilities Management) of Crown Commercial Service framework RM1056 - Facilities Management Services for Department for Transport.,,,Any region,79993100 ,FMCM Team,FMCM@crowncommercial.gov.uk,The Capital,Old Hall Street,Liverpool,L3 9PP,England,,,,,,01/02/2018,31/01/2023,15/03/2017,NO,,No,No,No,Services,90300832.83,0.0,08/09/2017,9300832.83,"[Interserve (Facilities Management) Ltd.|Capital Tower, 91 Waterloo Road
London, Greater London SE1 8RT
England|||No|No]",Chris Payne,01/02/2018,31/01/2023,CallOffFromFrameworkAgreement ,
153,Project_417,Contract,NHS ARDEN AND GREATER EAST MIDLANDS COMMISSIONING SUPPORT UNIT,Awarded,2017-11-02T13:32:45Z,Provision of Non-Emergency Patient Transport Services for Lincolnshire and Northamptonshire,"NHS Arden and Greater East Midlands CSU (NHS AGCSU) on behalf of NHS Lincolnshire - Lot 1 and Northamptonshire CCGs - Lot 2 (referred to as the Commissioner(s)) is inviting suitably qualified and experienced providers to deliver Non-Emergency Patient Transport Service (NEPTS) that is high quality, flexible and can meet, grow and respond to the changing needs of the Lincolnshire and Northamptonshire healthcare environments. 

The Contract for Lot 1 Lincolnshire will be for a term of five years with an option to extend for up to a further two years at the discretion of the Commissioners. 

The Contract for Lot 2 Northamptonshire will be for a term of five years with no option to extend.",,,East Midlands,85000000 ,,david.heason@ardengemcsu.nhs.uk,Arden & GEM CSU,"Cardinal Square, 10 Nottingham Road","Derby, Derbyshire",DE1 3QT,England,,,,,Both lots were awarded to Thames Ambulance Service Ltd.,01/07/2017,30/06/2022,11/10/2016,NO,,No,No,No,Services,41480729.0,0.0,18/05/2017,41480729.0,"[Thames Ambulance Service Limited|Thames House, 
Charfleets Service Rd, 
Canvey Island
 SS8 0PA|||No|No]",,01/07/2017,30/06/2022,RestrictedOJEU ,
154,OSVP/0055,Contract,DEFENCE EQUIPMENT & SUPPORT,Closed,2018-03-12T09:31:41Z,Light Equipment Transporter - Wheeled Tanker Tractor 68T Upgrade,Upgrade of 77 Wheeled Tanker (WT) tractors to enable carriage of loads up to 44 tonnes and application of armour kits to fulfil the Light Equipment Transporter capability.,,,Any region,34133000 ,Thomas Ford,thomas.ford105@mod.gov.uk,Spruce 1C #1122,MOD Abbey Wood,BRISTOL,BS348JH,England,030 679 87385,,20171026-OSVP0055_ITN_Cover_Letter.pdf 20180227-OSVP0055_DEFFORM47.pdf 20170914-OSVP0055_DEFFORM47_Annex_B_Contract_Compliance_Matrix.pdf 20171122-OSVP0055_DEFFORM47_Annex_C_Technical_Compliance_Matrix.pdf 20170928-OSVP0055_DEFFORM47_Annex_E_Supply_Chain_Information.pdf 20171011-OSVP0055_DEFFORM47_Annex_F_Deliverable_Documents.pdf 20171030-OSVP0055_DEFFORM47_Annex_G_Contractor_Databook.pdf 20170927-OSVP0055_DEFFORM28ST.pdf 20170927-OSVP0055_DEFFORM539A.pdf 20170913-OSVP0055_Annex_C_GFA.pdf 20170925-OSVP0055_Annex_E_Contractors_Pricing_Statement.pdf 20171018-OSVP0055_Annex_F_Rates.pdf 20170915-OSVP0055_Annex_G_Contract_Data_Requirements.pdf 20170914-OSVP0055_Annex_H_DEFFORM_177.pdf 20170918-OSVP0055_Annex_I_Security_Aspects_Letter.pdf 20170919-OSVP0055_Annex_J_Earned_Value_Management_Requirements.pdf 20170914-OSVP0055_Annex_K_Quality_Plan.pdf 20170925-OSVP0055_Annex_M_BCDRP.pdf 20171013-OSVP0055_Annex_N_Tasking_Process.pdf ,,"The following documents have been redacted in their entirety under the Military Sensitive Technical Information exemption:
•	20171122-OSVP0055_DEFFORM47_Annex_D_SRD_Compliance_Matrix;
•	20180103-OSVP0055_DEFFORM47_Annex_H_Contract_Management_Plan;
•	20180131-OSVP0055_DEFFORM47_Annex_I_ILSP;
•	20171211-OSVP0055_DEFFORM47_Annex_J_SRD;
•	20170830-OSVP0055_Terms_&_Conditions;
•	20171124-OSVP0055_Annex_A_Statement_of_Requirement;
•	20170915-OSVP0055_Annex_B_Vehicle_Delivery_Schedule;
•	20170918-OSVP0055_Annex_D_Initial_Spares_List.",01/01/2019,30/06/2020,30/04/2018,NO,,No,No,No,Services,22500000.0,0.0,,,,,,,NegotiatedProcedureWithoutPriorPublicationOJEU ,
155,MT209930,Contract,Halton Borough Council,Awarded,2018-03-26T17:45:13Z,Term Contract Intelligent Transport Systems Maintenance and Installations,"Routine, planned and emergency maintenance services in addition to new installations and managed service for its inventory of Intelligent Transport Systems including:Traffic signals (junctions and controlled crossings) including OMUs and OTUs and Bulk lamp changesVariable Message Signs (VMS)Car Park Guidance signsVehicle Activated Signs (VAS)Automatic Number Plate Recognition (ANPR) CamerasBluetooth readersJourney Time Monitoring Systems (JTMS)Wide Area Network (WAN)Wireless Communications EquipmentOver height Vehicle Detection SystemsSlot CuttingNew installations and refurbishment worksManaged services for operation of control centre/systems (Optional)Design Services (Optional)Traffic Surveys (Optional)The Contract will be procured on behalf of the Liverpool City Region (LCR).",,,North West,50232200 ,,alexandra.blackburn@halton.gov.uk,"Kingsway House c/o Municipal Building, Kingsway",,Widnes,WA8 7QF,England,+44 3033334300,http://www.halton.gov.uk,,http://www.mytenders.org/search/show/search_view.aspx?ID=MAR153334 ,,01/04/2018,31/03/2024,17/10/2017,NO,,Yes,No,No,Services,10800000.0,0.0,16/03/2018,10800000.0,"[Siemens plc|Sopers Lane, Poole|NONE||No|No]",,01/04/2018,31/03/2024,Open ,
156,NOTTCITY001-DN345407-89105318,Contract,Nottingham City Council,Closed,2018-06-07T15:52:38Z,1694 - Supply of Taxi and Small Vehicle Passenger Transport Services,Nottingham City Council is seeking providers from experienced and qualified operators for inclusion on Dynamic Purchasing System (DPS) that will be used to provide taxi and small vehicle passenger transport services.,,,East Midlands,60120000 ,Monika Andrzejewska,Monika.Andrzejewska@nottinghamcity.gov.uk,Loxley House,Station Street,Nottingham,NG2 3NG,United Kingdom,+44 0,http://www.nottinghamcity.gov.uk,,https://procontract.due-north.com/Advert?advertId=9d3675ed-b168-e811-80ed-005056b64545 ,,03/09/2018,02/09/2022,06/07/2018,NO,,Yes,No,No,Services,23400000.0,23400000.0,,,,,,,Open ,
157,WILTS001-DN265334-28521149,Contract,Wiltshire Council,Awarded,2018-07-12T10:06:17Z,PT0081 Public Transport Services - Devizes to Pewsey and Surrounding Areas,PT0081 Public Transport Services - Devizes to Pewsey and Surrounding Areas,,,South West,60000000 ,Genna A'Court,genna.acourt@wiltshire.gov.uk,Wiltshire Council,"County Hall, Bythesea Road",Trowbridge,BA14 8JN,England,+44 1225712680,http://www.wiltshire.gov.uk/,,https://procontract.due-north.com/Advert?advertId=6c05fb9f-9e3c-e711-80e1-005056b64545 ,,29/08/2017,31/07/2023,20/06/2017,NO,,No,No,No,Services,15000000.0,15000000.0,24/07/2017,270912.0,"[Go South Coast Ltd|Towngate House,
2-8 Parkstone Road, 
Poole, 
Dorset 
BH15 2PR|NONE||No|No]",,03/09/2018,31/07/2023,Open ,
158,WILTS001-DN282854-83695518,Contract,Wiltshire Council,Awarded,2018-08-13T14:03:11Z,"Public and Eduaction Transport, Phase 1 Central Area Wiltshire Jan 2018",Public and Education Passenger Transport Services in Central and West Wiltshire,,,South West,60000000 ,Brendan Bulley,Brendan.Bulley@wiltshire.gov.uk,Wiltshire Council,"County Hall, Bythesea Road",Trowbridge,BA14 8JN,England,,http://www.wiltshire.gov.uk/,,https://procontract.due-north.com/Advert?advertId=c2695460-5a57-e711-80e3-005056b64545 ,,28/01/2018,28/01/2023,25/06/2017,NO,,Yes,Yes,No,Services,16000000.0,16000000.0,02/01/2018,16000000.0,"[Beeline Coaches R & R Ltd|Warminster Business Park, Furnax Lane, Warminster, Wiltshire,
BA12 8PE, United Kingdom|NONE||Yes|No][Faresaver Buses|The Coach Yard, Vincients Road, Chippenham, Wiltshire, SN14 0ED, United Kingdom|NONE||Yes|No][Frome minibuses Ltd|Georges Ground, Marston Trading Estate, Frome, Somerset, BA11 4RP, United Kingdom|NONE||Yes|No][First Somerset and Avon Ltd|Enterprise House, Easton Road, Bristol, Avon, BS5 0DZ, United Kingdom|NONE||Yes|No][First Somerset and Avon Ltd|Enterprise House, Easton Road, Bristol, Avon, BS5 0DZ, United Kingdom|NONE||Yes|No][Frome Minibuses Ltd|Georges Ground, Marston Trading Estate, Frome, Somerset, BA11 4RP, United Kingdom|NONE||Yes|No][Faresaver Buses|The Coach Yard, Vincients Road, Chippenham, Wiltshire, SN14 0ED, United Kingdom|NONE||Yes|No][First Somerset and Avon Ltd|Enterprise House, Easton Road, Bristol, Avon, BS5 0DZ, United Kingdom|NONE||Yes|No][First Somerset and Avon Ltd|Enterprise House, Easton Road, Bristol, Avon, BS5 0DZ, United Kingdom|NONE||Yes|No][Libra Travel Ltd|Enterprise House, Easton Road, Bristol, Avon, BS5 0DZ, United Kingdom|NONE||Yes|No][Libra Travel Ltd|Buckland Down Cottage, Buckland Down, Buckland Dinham, Frome, Somerset, BA11 2RG, United Kingdom|NONE||Yes|No][Frome Minibuses Ltd|Georges Ground, Marston Trading Estate, Frome, Somerset, BA11 4RP, United Kingdom|NONE||Yes|No][Beeline coaches R&R Ltd|Warminster Business Park, Furnax Lane, Warminster, Wiltshire,
BA12 8PE, United Kingdom|NONE||Yes|No][Beeline coaches R&R Ltd|Warminster Business Park, Furnax Lane, Warminster, Wiltshire, BA12 8PE, United Kingdom|NONE||Yes|No][New Road Service Station|New Road, Codford, Warminster, Wiltshire, BA12 0NS, United Kingdom|NONE||Yes|No][New Road Service Station|New Road, Codford, Warminster, Wiltshire, BA12 0NS, United Kingdom|NONE||Yes|No][Frome Minibuses Ltd|Georges Ground, Marston Trading Estate, Frome, Somerset, BA11 4RP, United Kingdom|NONE||Yes|No][First Somerset and Avon Ltd|Enterprise House, Easton Road, Bristol, Avon, BS5 0DZ, United Kingdom|NONE||Yes|No]",,29/01/2018,31/03/2023,Open ,
