"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification"
"RM1070 Volkswagen Group United Kingdom Limited trading as SKODA UK",Contract,"CROWN COMMERCIAL SERVICE",Awarded,2015-04-30T10:07:16Z,"Vehicle Purchase RM1070","Crown Commercial Service as the Contracting Authority awarded a Framework Agreement for use by UK
Public Sector Bodies identified at VI.3 (and any future successors to these organisations), which includes
Central Government Departments and their Arm's Length Bodies and Agencies, Non Departmental Public
Bodies, NHS Bodies and Local Authorities.
The above Public Sector Bodies have a need for Vehicle Purchase.
Crown Commercial Service reserved the right for an electronic auction to be held by Public Sector Bodies
during further competition among the parties to the Framework Agreement(s).",,,"Any region","34100000 34400000 ",,supplier@ccs.gsi.gov.uk,"9th Floor, The Capital, Old Hall Streeet",,Liverpool,"L3 9PP",England,"0345 010 3503",www.gov.uk/ccs,"Volkswagen Group United Kingdom Limited TA SKODA UK - Vehicle Purchase Framework - [REDACTED].pdf ",,,02/12/2014,01/12/2018,04/09/2014,YES,"RM1070 Alexander Dennis Ltd",Yes,Yes,No,Products,2500000000,0,02/12/2014,0,"[Volkswagen Group United Kingdom Limited trading as SKODA UK|Yeomands Drive
Blakemands
Milton Keynes
MK14 5AN|||No|No]",,02/12/2014,01/12/2018,"Open ",
"RM1070 Mercedez-Benz UK Limited",Contract,"CROWN COMMERCIAL SERVICE",Awarded,2015-04-30T10:10:17Z,"Vehicle Purchase RM1070","Crown Commercial Service as the Contracting Authority awarded a Framework Agreement for use by UK
Public Sector Bodies identified at VI.3 (and any future successors to these organisations), which includes
Central Government Departments and their Arm's Length Bodies and Agencies, Non Departmental Public
Bodies, NHS Bodies and Local Authorities.
The above Public Sector Bodies have a need for Vehicle Purchase.
Crown Commercial Service reserved the right for an electronic auction to be held by Public Sector Bodies
during further competition among the parties to the Framework Agreement(s).",,,"Any region","34100000 34400000 ",,supplier@ccs.gsi.gov.uk,"9th Floor, The Capital, Old Hall Streeet",,Liverpool,"L3 9PP",England,"0345 010 3503",www.gov.uk/ccs,"Mercedes-Benz UK Limited - Vehicle Purchase Framework - [REDACTED].pdf ",,,02/12/2014,01/12/2018,04/09/2014,YES,"RM1070 Alexander Dennis Ltd",Yes,Yes,No,Products,2500000000,0,02/12/2014,0,"[Mercedez-Benz UK Limited|Delaware Drive
Tongwell
Milton Keynes
MK15 8BA|||No|No]",,02/12/2014,01/12/2018,"Open ",
"RM1070 Isuzu UK Ltd",Contract,"CROWN COMMERCIAL SERVICE",Awarded,2015-04-30T10:13:18Z,"Vehicle Purchase RM1070","Crown Commercial Service as the Contracting Authority awarded a Framework Agreement for use by UK
Public Sector Bodies identified at VI.3 (and any future successors to these organisations), which includes
Central Government Departments and their Arm's Length Bodies and Agencies, Non Departmental Public
Bodies, NHS Bodies and Local Authorities.
The above Public Sector Bodies have a need for Vehicle Purchase.
Crown Commercial Service reserved the right for an electronic auction to be held by Public Sector Bodies
during further competition among the parties to the Framework Agreement(s).",,,"Any region","34100000 34400000 ",,supplier@ccs.gsi.gov.uk,"9th Floor, The Capital, Old Hall Streeet",,Liverpool,"L3 9PP",England,"0345 010 3503",www.gov.uk/ccs,"Isuzu (UK) Ltd - Vehicle Purchase Framework - [REDACTED].pdf ",,,02/12/2014,01/12/2018,04/09/2014,YES,"RM1070 Alexander Dennis Ltd",Yes,Yes,No,Products,2500000000,0,02/12/2014,0,"[Isuzu UK Ltd|LM House South Drive
Coleshill
B46 1DF|||No|No]",,02/12/2014,01/12/2018,"Open ",
"RM1070 Ducati UK Ltd",Contract,"CROWN COMMERCIAL SERVICE",Awarded,2015-04-30T10:16:56Z,"Vehicle Purchase RM1070","Crown Commercial Service as the Contracting Authority awarded a Framework Agreement for use by UK
Public Sector Bodies identified at VI.3 (and any future successors to these organisations), which includes
Central Government Departments and their Arm's Length Bodies and Agencies, Non Departmental Public
Bodies, NHS Bodies and Local Authorities.
The above Public Sector Bodies have a need for Vehicle Purchase.
Crown Commercial Service reserved the right for an electronic auction to be held by Public Sector Bodies
during further competition among the parties to the Framework Agreement(s).",,,"Any region","34100000 34400000 ",,supplier@ccs.gsi.gov.uk,"9th Floor, The Capital, Old Hall Streeet",,Liverpool,"L3 9PP",England,"0345 010 3503",www.gov.uk/ccs,"Ducati UK Ltd - Vehicle Purchase Framework - [REDACTED].pdf ",,,02/12/2014,01/12/2018,04/09/2014,YES,"RM1070 Alexander Dennis Ltd",Yes,Yes,No,Products,2500000000,0,02/12/2014,0,"[Ducati UK Ltd|Unit 7 Technology Park
Silverstone Circuit 
Silverstone
Towcester
NN12 8GX|||No|No]",,02/12/2014,01/12/2018,"Open ",
"RM1070 Volkswagen Group United Kingdom Limited trading as Volkswagen Passenger Cars",Contract,"CROWN COMMERCIAL SERVICE",Awarded,2015-04-30T10:04:19Z,"Vehicle Purchase RM1070","Crown Commercial Service as the Contracting Authority awarded a Framework Agreement for use by UK
Public Sector Bodies identified at VI.3 (and any future successors to these organisations), which includes
Central Government Departments and their Arm's Length Bodies and Agencies, Non Departmental Public
Bodies, NHS Bodies and Local Authorities.
The above Public Sector Bodies have a need for Vehicle Purchase.
Crown Commercial Service reserved the right for an electronic auction to be held by Public Sector Bodies
during further competition among the parties to the Framework Agreement(s).",,,"Any region","34100000 34400000 ",,supplier@ccs.gsi.gov.uk,"9th Floor, The Capital, Old Hall Streeet",,Liverpool,"L3 9PP",England,"0345 010 3503",www.gov.uk/ccs,"Volkswagen Group United Kingdom Ltd TA Volkswagen Passenger Cars - Vehicle Purchase Framework - [REDACTED].pdf ",,,02/12/2014,01/12/2018,04/09/2014,YES,"RM1070 Alexander Dennis Ltd",Yes,Yes,No,Products,2500000000,0,02/12/2014,0,"[Volkswagen Group United Kingdom Limited trading as Volkswagen Pa|Yeomans Drive
Blakelands
Milton Keynes 
MK14 5AN|||No|No]",,02/12/2014,01/12/2018,"Open ",
"RM1070 Volkswagen Group United Kingdom TA SEAT UK",Contract,"CROWN COMMERCIAL SERVICE",Awarded,2015-04-30T10:07:38Z,"Vehicle Purchase RM1070","Crown Commercial Service as the Contracting Authority awarded a Framework Agreement for use by UK
Public Sector Bodies identified at VI.3 (and any future successors to these organisations), which includes
Central Government Departments and their Arm's Length Bodies and Agencies, Non Departmental Public
Bodies, NHS Bodies and Local Authorities.
The above Public Sector Bodies have a need for Vehicle Purchase.
Crown Commercial Service reserved the right for an electronic auction to be held by Public Sector Bodies
during further competition among the parties to the Framework Agreement(s).",,,"Any region","34100000 34400000 ",,supplier@ccs.gsi.gov.uk,"9th Floor, The Capital, Old Hall Streeet",,Liverpool,"L3 9PP",England,"0345 010 3503",www.gov.uk/ccs,"Volkswagen Group United Kingdom Ltd TA Seat UK - Vehicle Purchase Framework - [REDACTED].pdf ",,,02/12/2014,01/12/2018,04/09/2014,YES,"RM1070 Alexander Dennis Ltd",Yes,Yes,No,Products,2500000000,0,02/12/2014,0,"[Volkswagen Group United Kingdom Ltd TA Seat UK|Yeomans Drive 
Blakemands
Milton Keynes
MK14 5AN|||No|No]",,02/12/2014,01/12/2018,"Open ",
"RM1070 M-B Truck and Van (NI) Ltd",Contract,"CROWN COMMERCIAL SERVICE",Awarded,2015-04-30T10:10:35Z,"Vehicle Purchase RM1070","Crown Commercial Service as the Contracting Authority awarded a Framework Agreement for use by UK
Public Sector Bodies identified at VI.3 (and any future successors to these organisations), which includes
Central Government Departments and their Arm's Length Bodies and Agencies, Non Departmental Public
Bodies, NHS Bodies and Local Authorities.
The above Public Sector Bodies have a need for Vehicle Purchase.
Crown Commercial Service reserved the right for an electronic auction to be held by Public Sector Bodies
during further competition among the parties to the Framework Agreement(s).",,,"Any region","34100000 34400000 ",,supplier@ccs.gsi.gov.uk,"9th Floor, The Capital, Old Hall Streeet",,Liverpool,"L3 9PP",England,"0345 010 3503",www.gov.uk/ccs,"M-B TRUCK AND VAN (NI) LTD - Vehicle Purchase Framework - [REDACTED].pdf ",,,02/12/2014,01/12/2018,04/09/2014,YES,"RM1070 Alexander Dennis Ltd",Yes,Yes,No,Products,2500000000,0,02/12/2014,0,"[M-B Truck and Van (NI) Ltd|47 Mallusk Road
Newtonabbey
BT36 4PJ|||No|No]",,02/12/2014,01/12/2018,"Open ",
"RM1070 Hyundai Motor UK Limited",Contract,"CROWN COMMERCIAL SERVICE",Awarded,2015-04-30T10:13:40Z,"Vehicle Purchase RM1070","Crown Commercial Service as the Contracting Authority awarded a Framework Agreement for use by UK
Public Sector Bodies identified at VI.3 (and any future successors to these organisations), which includes
Central Government Departments and their Arm's Length Bodies and Agencies, Non Departmental Public
Bodies, NHS Bodies and Local Authorities.
The above Public Sector Bodies have a need for Vehicle Purchase.
Crown Commercial Service reserved the right for an electronic auction to be held by Public Sector Bodies
during further competition among the parties to the Framework Agreement(s).",,,"Any region","34100000 34400000 ",,supplier@ccs.gsi.gov.uk,"9th Floor, The Capital, Old Hall Streeet",,Liverpool,"L3 9PP",England,"0345 010 3503",www.gov.uk/ccs,"Hyundai Motor UK Limited - Vehicle Purchase Framework - [REDACTED].pdf ",,,02/12/2014,01/12/2018,04/09/2014,YES,"RM1070 Alexander Dennis Ltd",Yes,Yes,No,Products,2500000000,0,02/12/2014,0,"[Hyundai Motor UK Ltd|Hyundai House
728 London Road
High Wycombe
HP11 1HE|||No|No]",,02/12/2014,01/12/2018,"Open ",
"RM1070 Dennis Eagle Ltd",Contract,"CROWN COMMERCIAL SERVICE",Awarded,2015-04-30T10:17:16Z,"Vehicle Purchase RM1070","Crown Commercial Service as the Contracting Authority awarded a Framework Agreement for use by UK
Public Sector Bodies identified at VI.3 (and any future successors to these organisations), which includes
Central Government Departments and their Arm's Length Bodies and Agencies, Non Departmental Public
Bodies, NHS Bodies and Local Authorities.
The above Public Sector Bodies have a need for Vehicle Purchase.
Crown Commercial Service reserved the right for an electronic auction to be held by Public Sector Bodies
during further competition among the parties to the Framework Agreement(s).",,,"Any region","34100000 34400000 ",,supplier@ccs.gsi.gov.uk,"9th Floor, The Capital, Old Hall Streeet",,Liverpool,"L3 9PP",England,"0345 010 3503",www.gov.uk/ccs,"DENNIS EAGLE LTD - Vehicle Purchase Framework - REDACTED.pdf ",,,02/12/2014,01/12/2018,04/09/2014,YES,"RM1070 Alexander Dennis Ltd",Yes,Yes,No,Products,2500000000,0,02/12/2014,0,"[Dennis Eagle Ltd|Heathcote Industrial Estate
Heathcote Way
Warwick
CV34 6TE|||No|No]",,02/12/2014,01/12/2018,"Open ",
"
            MT219334",Contract,"Burnley College",Awarded,2020-03-27T17:45:07Z,"Procure Partnerships (National Minor Works) Framework","The Procure Partnerships (National Minor Works) Framework Agreement will be available to all public sector Contracting Authorities as defined at Part 1 (Paragraph 2) of the Public Contracts Regulations 2015. All public sectors requiring access to the framework agreement are detailed in the OJEU notice.Examples of such organisations (not exhaustive); Schools, Academies, Colleges, Universities, Emergency Services, NHS, Local Authorities, Housing Associations, Libraries and Museums, Charities, Government Departments, Leisure Providers, and the MoD.- North East, England UKC- Yorkshire and Humber, England UKE- East Midlands, England UKF- West Midlands, England UKG- East of England UKH- London, England UKI- South East, England UKJ- South West, England UKK- North Wales UKL- South Wales UKLThe agreement will be established for 4 years. Contracting Authorities who can access the Procure Partnerships (National) Framework can be found here - https://www.procurepartnerships.co.uk/eligibleusers",,,"North East,Yorkshire and The Humber,East Midlands,West Midlands,East of England,South East,South West,Wales,London","45000000 ",,info@procurepartnerships.co.uk,"Princess Way",,Burnley,"BB12 0AN","
              England
",,www.procurepartnerships.co.uk,,"https://www.mytenders.co.uk/search/show/search_view.aspx?ID=MAR159539 ",,09/03/2020,08/03/2024,11/02/2020,NO,,Yes,No,No,Works,2500000000,0,09/03/2020,2500000000,"[AMCM Group|, Bromley|NONE||No|No][AMCM Group|, Bromley|NONE||No|No][BAM FM Ltd|, Glasgow|NONE||No|No][BAM FM Ltd|, Glasgow|NONE||No|No][BAM FM Ltd|, Glasgow|NONE||No|No][BAM FM Ltd|, Glasgow|NONE||No|No][BAM FM Ltd|, Glasgow|NONE||No|No][BAM FM Ltd|, Glasgow|NONE||No|No][E W Beard Ltd|, Swindon|NONE||No|No][E W Beard Ltd|, Swindon|NONE||No|No][E W Beard Ltd|, Swindon|NONE||No|No][Burmor Construction Ltd|, Lincolnshire|NONE||No|No][Burmor Construction Ltd|, Lincolnshire|NONE||No|No][Burmor Construction Ltd|, Lincolnshire|NONE||No|No][Burmor Construction Ltd|, Lincolnshire|NONE||No|No][Carmelcrest Ltd|, Bishop's Srotford|NONE||No|No][Carmelcrest Ltd|, Bishop's Srotford|NONE||No|No][The Casey Group Ltd|, Rochdale|NONE||No|No][The Casey Group Ltd|, Rochdale|NONE||No|No][City Build Manchester Ltd|, Preston|NONE||No|No][City Build Manchester Ltd|, Preston|NONE||No|No][City Build Manchester Ltd|, Preston|NONE||No|No][Code Building Solutions|, Checkheaton|NONE||No|No][Code Building Solutions|, Checkheaton|NONE||No|No][Code Building Solutions|, Checkheaton|NONE||No|No][Code Building Solutions|, Checkheaton|NONE||No|No][Compass Developments (NE) Ltd|, Cramlington|NONE||No|No][Compass Developments (NE) Ltd|, Cramlington|NONE||No|No][Conamar Building Services Ltd|, Hertfordshire|NONE||No|No][Conamar Building Services Ltd|, Hertfordshire|NONE||No|No][Conamar Building Services Ltd|, Hertfordshire|NONE||No|No][Conamar Building Services Ltd|, Hertfordshire|NONE||No|No][Conamar Building Services Ltd|, Hertfordshire|NONE||No|No][Conamar Building Services Ltd|, Hertfordshire|NONE||No|No][Cosmur Construction (London) Ltd|, London|NONE||No|No][Cosmur Construction (London) Ltd|, London|NONE||No|No][Cosmur Construction (London) Ltd|, London|NONE||No|No][Cosmur Construction (London) Ltd|, London|NONE||No|No][Eric Wright Construction|, Preston|NONE||No|No][Eric Wright Construction|, Preston|NONE||No|No][Esh Construction Ltd|, Durham|NONE||No|No][Esh Construction Ltd|, Durham|NONE||No|No][Esh Construction Ltd|, Durham|NONE||No|No][Etec Contract Services Ltd|, Essex|NONE||No|No][Etec Contract Services Ltd|, Essex|NONE||No|No][Etec Contract Services Ltd|, Essex|NONE||No|No][Etec Contract Services Ltd|, Essex|NONE||No|No][Etec Contract Services Ltd|, Essex|NONE||No|No][Gelder Ltd|, Lincoln|NONE||No|No][Gelder Ltd|, Lincoln|NONE||No|No][GL Property Maintenance Ltd|, Rickmansworth|NONE||No|No][Whittle Programmed Maintenance Ltd T/A Hankinson Whittle|, Birkenhead|NONE||No|No][Whittle Programmed Maintenance Ltd T/A Hankinson Whittle|, Birkenhead|NONE||No|No][Whittle Programmed Maintenance Ltd T/A Hankinson Whittle|, Birkenhead|NONE||No|No][Whittle Programmed Maintenance Ltd T/A Hankinson Whittle|, Birkenhead|NONE||No|No][J Harper & Son (Leominster) Ltd|, Brierley Hill|NONE||No|No][J Harper & Son (Leominster) Ltd|, Brierley Hill|NONE||No|No][Integral UK Ltd|, London|NONE||No|No][Integral UK Ltd|, London|NONE||No|No][Integral UK Ltd|, London|NONE||No|No][Integral UK Ltd|, London|NONE||No|No][Integral UK Ltd|, London|NONE||No|No][Interserve Construction Ltd|, Birmingham|NONE||No|No][Interserve Construction Ltd|, Birmingham|NONE||No|No][Interserve Construction Ltd|, Birmingham|NONE||No|No][Interserve Construction Ltd|, Birmingham|NONE||No|No][Interserve Construction Ltd|, Birmingham|NONE||No|No][Interserve Construction Ltd|, Birmingham|NONE||No|No][Interserve Construction Ltd|, Birmingham|NONE||No|No][Interserve Construction Ltd|, Birmingham|NONE||No|No][Interserve Construction Ltd|, Birmingham|NONE||No|No][Interserve Construction Ltd|, Birmingham|NONE||No|No][Interserve Construction Ltd|, Birmingham|NONE||No|No][Interserve Construction Ltd|, Birmingham|NONE||No|No][Interserve Construction Ltd|, Birmingham|NONE||No|No][Jerram Falkus Construction Ltd|, London|NONE||No|No][Jerram Falkus Construction Ltd|, London|NONE||No|No][Mac-Interiors Ltd|, Newry|NONE||No|No][Midas Construction Ltd|, Exeter|NONE||No|No][Midas Construction Ltd|, Exeter|NONE||No|No][Midas Construction Ltd|, Exeter|NONE||No|No][Morris & Spottiswood Ltd|, Glasgow|NONE||No|No][Morris & Spottiswood Ltd|, Glasgow|NONE||No|No][Morris & Spottiswood Ltd|, Glasgow|NONE||No|No][Neilcott Construction Ltd|, Kent|NONE||No|No][Neilcott Construction Ltd|, Kent|NONE||No|No][F Parkinson Ltd|, Blackpool|NONE||No|No][F Parkinson Ltd|, Blackpool|NONE||No|No][F Parkinson Ltd|, Blackpool|NONE||No|No][F Parkinson Ltd|, Blackpool|NONE||No|No][Robertson Construction Group Ltd|, Elgin|NONE||No|No][Robertson Construction Group Ltd|, Elgin|NONE||No|No][Robertson Construction Group Ltd|, Elgin|NONE||No|No][Seddon Construction Ltd|, Bolton|NONE||No|No][Seddon Construction Ltd|, Bolton|NONE||No|No][Seddon Construction Ltd|, Bolton|NONE||No|No][Seddon Construction Ltd|, Bolton|NONE||No|No][Seddon Construction Ltd|, Bolton|NONE||No|No][Seddon Construction Ltd|, Bolton|NONE||No|No][SHE French Ltd|, Suffolk|NONE||No|No][SHE French Ltd|, Suffolk|NONE||No|No][Sewell Construction Ltd|, Hull|NONE||No|No][Sewell Construction Ltd|, Hull|NONE||No|No][Simpson (York) Ltd|, York|NONE||No|No][Speller Metcalfe Malvern Ltd|, Malvern|NONE||No|No][Speller Metcalfe Malvern Ltd|, Malvern|NONE||No|No][Stepnell Ltd|, Rugby|NONE||No|No][Stepnell Ltd|, Rugby|NONE||No|No][Stepnell Ltd|, Rugby|NONE||No|No][Stepnell Ltd|, Rugby|NONE||No|No][Stepnell Ltd|, Rugby|NONE||No|No][Sweet Construct Ltd|, Bristol|NONE||No|No][Sweet Construct Ltd|, Bristol|NONE||No|No][Sweet Construct Ltd|, Bristol|NONE||No|No][Sweet Construct Ltd|, Bristol|NONE||No|No][T Clarke Contracting Ltd|, London|NONE||No|No][T Clarke Contracting Ltd|, London|NONE||No|No][T Clarke Contracting Ltd|, London|NONE||No|No][Topcoat Construction Ltd T/A TCL Group|, Essex|NONE||No|No][Thomas Sinden Ltd|, Essex|NONE||No|No][Thomas Sinden Ltd|, Essex|NONE||No|No][Thomas Sinden Ltd|, Essex|NONE||No|No][Thomas Sinden Ltd|, Essex|NONE||No|No][Thomas Sinden Ltd|, Essex|NONE||No|No][VINCI Construction UK Ltd|, Watford|NONE||No|No][VINCI Construction UK Ltd|, Watford|NONE||No|No][VINCI Construction UK Ltd|, Watford|NONE||No|No][VINCI Construction UK Ltd|, Watford|NONE||No|No][VINCI Construction UK Ltd|, Watford|NONE||No|No][VINCI Construction UK Ltd|, Watford|NONE||No|No][VINCI Construction UK Ltd|, Watford|NONE||No|No][VINCI Construction UK Ltd|, Watford|NONE||No|No][RN Wooler & Co Ltd|, Keighley|NONE||No|No][RN Wooler & Co Ltd|, Keighley|NONE||No|No]",,09/03/2020,08/03/2024,"Open ",
