"Notice Identifier","Notice Type","orgName",Status,"publishedDate",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification"
BIP56567597,Contract,"Ministry of Defence, C&C, C&C",Closed,2017-09-14T11:45:14Z,"Procedure Design and Safeguarding","Annual maintenance of 423 procedures and on an as and when required basis produce new procedures, produce safeguarding procedures and conversion of procedures to RNAV approaches. The requirement covers all military airfields in UK and Overseas.
      1.	The work required under this contract includes:
      
      a.	Core Requirements.
      
      (1)	Annual Maintenance Checks of current IFPs. Carry out required maintenance of IFPs, providing any changes to No 1 AIDU in the form of draft charts and associated documentation. This is to include carrying out amendments identified as necessary during the maintenance process.  
      
      (2)	Contract/Project Management.  As per Para 4.
      
      b.	Ad-hoc Requirements
      
      (1)	Safeguarding. Safeguarding assessments in response to Local Planning Applications (LPAs), requests for impact assessments of temporary structures (cranes etc.) and any other obstacle identified as having a potential impact on the safe conduct of flight and IFPs.
      
      		(3)	Specialist IFP advice. The provision of specialist advice is often required in order to resolve queries.
      
      
      2.	Maintenance of current IFPs.  On an annual basis the contractor is required to carry out maintenance checks of IFPs at each of the airfields listed below in line with CAP 785. These checks must be carried out by the contractor against obstacle data including airfield survey information provided by the MOD.  A Maintenance Report CD/DVD ROM disk should be provided following this work including:
      
      a.	PDF report identifying the obstacle data used, design criteria used, any changes made to procedures, problems identified and draft charts. The report should include Obstacle Clearance Surface figures, for Precision Approach Radar (PAR) procedures, at 0.5nm and 1nm ranges.
      
      b.	Updated PDF draft charts for all procedures.
      
      c.	Calculation spread sheets for each procedure. 
      
      d.	Project database and other data files.
      
      e.	Project AutoCAD DWGs.
      
      f.	Any additional reference data used for design work (eg. Aeronautical Information Publication).
      
      3.	PDF files can initially be transmitted by email, if required to speed up information flow, however the CD/DVD ROM must be provided. As No 1 AIDU's systems move towards Aeronautical Data Quality Implememnting Rule compliance (CAP 1054) this information will additionally be required as Aeronautical Information Exchange Model data-sets",,,London,"34963000 ",,liz.lane631@mod.gov.uk,"ACDSLogOps, Larch 3b",#2317,Bristol,"BS34  8JH",UK,+443067987735,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-Bristol: Instrument Landing System (ILS).'.",01/04/2018,31/03/2021,19/10/2017,NO,,Yes,No,No,Services,1600000,0,,,,,,,"Restricted ",
BIP57007752,Contract,"Ministry of Defence, C&C, HOCS",Closed,2017-09-19T17:45:14Z,"GB-Glasgow: HOCS3b/00068 - Delivery of Cyber Resilience Training Course","Background
      The importance of cyber security resilience and the vulnerability of a range of countries across Europe and Central Asia to both state & non-state based cyber threats have become increasingly clear in MOD's defence engagement over the past year. In the Western Balkans especially, recent high level political engagement has raised concerns that hostile states may seek to exploit inadequate or non-existent cyber security infrastructure for its own political ends. Indeed, in Montenegro, the penetration & deactivation of the MoD's IT systems formed part of an alleged coup attempt against the incumbent government in 2016. 
      Our cyber security engagement in the Western Balkans, Central Asia & South Caucasus are therefore primarily a resilience building exercise. From the relatively low starting point in cyber security resilience this training initiative will aim to support the targeted countries (Serbia, Montenegro, Bosnia and Herzegovina, Kosovo, Georgia, Albania, Macedonia, and Kazakhstan) in: building a solid knowledge base of cyber threats; putting in place robust cyber security strategies; & showcase UK best practice. This will all be achieved with a view to developing a longer-term cyber security relationship with the region. 
      Objectives - To provide the training course delegates with a clear understanding of how an effective cyber organisation works through sharing UK best practice.
      To ensure delegates understand how and what type of cyber-attacks occur, the impacts they have, and how to protect and build resilience into their infrastructure.
      To ensure delegates recognise the value of a cyber security strategy and how best to develop and implement such a strategy.
      Provide Wider Europe Policy (WEP) with recommendations for how each country can best take forward cyber resilience plans. 
      Details -The course will last for 5 days, for up to ten countries, Each country will be limited to 2 delegates (military &/or civilian). Course will be delivered in English. 
      The targeted countries will be at different levels of building their cyber resilience.There should be a significant practical element to the course, ideally whereby participants can work on a scenario devised by the provider, potentially in the form of a wargame. English will not be the first language of the delegates so it will be important that the course is delivered in an interactive, hands-on manner to enable the delegates to fully engage in the course. 
      In addition to delivering the actual course, time will be required to develop & confirm the course content & produce appropriate materials. The date for the course is still tbc - likely to be in early Jan 18. Venue - still tbc preferred Defence Academy, Shrivenham.",,,London,"80500000 80511000 ","Def Comrcl CC-HOCS3b",DefComrclCC-HOCS3b2@mod.uk,"Room 2.1.02","Kentigern House",Glasgow,"G2 8EX",UK,+441412242668,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'GB-Glasgow: HOCS3b/00068 - Delivery of Cyber Resilience Training Course'.",08/01/2018,02/02/2018,29/09/2017,NO,,Yes,No,No,Services,10000,113000,,,,,,,"Restricted ",
JFC3/035,Contract,"MINISTRY OF DEFENCE",Awarded,2017-09-25T14:25:11Z,"Published for Transparency Purposes Only - European Directive 76 (ED76) Assessment of No 1 AIDU Production Process","Auditing Services - No 1 Aeronautical Information Document Unit (AIDU) at RAF Northolt is responsible to the MOD for the publication & distribution of all permanent unclassified information concerning any aeronautical facility, service, procedure or hazard required by UK Military personnel directly concerned with the operation & safety of aircraft.  To support the on-going provision of Aeronautical Information suitable for new Area Navigation applications an independent assessment of No 1 AIDU compliance with ED-76A/RTCA DO200B is required.  No 1 AIDU is looking for an independent company with relevant Aeronautical Information experience to audit No 1 AIDU for compliance with the requirements of ED-76A.  The successful provider will be required to review the current documentation and processes, prepare an Audit plan prior to conducting a formal Audit and provide a full Audit report.",,,"South West","72225000 ",,defcomrclcc-jfc3all@mod.gov.uk,"Room A104,","A Block","RAF Wyton","PE28 2EA",England,,,"20170925-035 Transparency - Purchase Order for Publishing.pdf 20170710-035 Terms and Conditions[2].pdf 20170710-035 Statement of Requirement.doc ",,"This contract was originally advertised as a call for competition, however no interest was received.  A single source contract was therefore awarded.  Please note that this is not a call for expressions of interest, the contract has been awarded and this notice is being published for transparency purposes only.",30/08/2017,31/12/2017,29/08/2017,NO,,Yes,No,No,Services,25300,0,30/08/2017,25300,"[Ebeni Limited|Hartham Park, Corsham, Wiltshire, SN13 0RP|||No|No]",,31/08/2017,31/12/2017,"SingleTenderActionNonOJEU ",
"P00002784 - AWARD",Contract,"Portsmouth City Council",Awarded,2017-09-27T09:53:31Z,"Transforming the D-Day Museum - Large Objects Conservation Specialist - AWARD","Portsmouth City Council is inviting quotes from suitably qualified professional practices to provide specialist large military object conservation services for the Transforming the D-Day Museum Project. The quotation opportunity is split into two Lots.  Bidders can choose to bid against one or both Lots. 
      
      Lot 1 - Pickett-Hamilton Fort 2006/1801:
      The fort consists of two concrete cylinders, one sitting inside the other, the smaller one being raised by hydraulics when in operation. The top of the pillbox fort is covered by a 2 metre diameter reinforced concrete pad some 6 inches thick. It has a painted steel hatch in the top and square steel mesh covering the window slits. At the centre inside is a hydraulic ram to lift it out of the ground. 
      
      Lot 2 - 3.7 inch Anti-Aircraft gun 1973/1055:
      The gun is made from steel and cast iron components, welded and bolted together. It has been finished with a protective paint coating in a camouflage green paint. There are some brass fittings present. The fixed unit had detachable wheels so it could be moved to fixed locations. The gun mounting had a pedestal that was fixed to a solid structure, such as a concrete platform on the ground.
      
      The work required includes; initial conservation assessment, removal and transport, conservation work, conservation report and maintenance plan, transport and reinstatement.",,"PO1 2BJ","Any region","35400000 45111310 50630000 37413240 ","Procurement Service",procurement@portsmouthcc.gov.uk,"Guildhall Square",Portsmouth,Hampshire,"PO1 2BJ","United Kingdom","023 9268 8235",,,,,15/09/2017,30/06/2018,06/09/2017,NO,,Yes,No,No,Services,0,0,27/09/2017,0,"[Hall Conservation Ltd|36 Shrewsbury Lane, London, London, United Kingdom, SE18 5TF|||No|No]","Jessica Crow",15/09/2017,30/06/2018,"Open ",
"A2SS Conway Controls",Contract,"ST HELENS CHAMBER LIMITED",Closed,2017-10-03T15:01:02Z,"REQUEST FOR QUOTATION - ISO 9001 ACCREDITATION CONSULTANT - ST HELENS","Conway Control Systems Ltd (CCS) is a company that specialises in the manufacture and supply of thermocouples, control systems and instrumentation for use in a number of industrial sectors and applications.  Demand is from domestic and international companies that specialise in fire testing, chemical and glass production, pharmaceutical, food, aerospace, military and automotive applications.

Many applications require demonstration of the latest quality standards, namely ISO9001:2015.  The business employs 8-10 staff and has grown steadily over the past few years.  Accreditation to ISO 9001:2015 would assist in further efficient growth of the business.  The creation of a revised ISO accredited quality management system would also support efficiencies in the day to day running of the business including: 

• product traceability 
• risk management 
• recruitment and training 
• customer satisfaction

Obtaining and maintaining ISO9001:2015 accreditation will also enable the business to secure larger contracts and generate further opportunities for expansion and growth.   The company understands the work required to obtain and maintain accreditation, having worked with older standards for ISO9001 and has standard operating procedures in place to cover the day to day processes within the business.

Requirement - This RFQ is for management consultancy services to aid CCS with preparing and setting up its systems to gain ISO accreditation for 9001:2015.  As CCS grows it expects to efficiently demonstrate UKAS accreditation to ISO standards (ISO9001:2015).  Equally it will need recognised procedures in place to manage company expansion.

Deliverable Timescale CCS is looking to commence the project immediately and complete within 3-6 months.

Indicative Budget - This work will be part funded though the European Regional Development Fund.  The project falls within the £2,500 - £24,999 bracket and therefore, under current Public Procurement Regulations, there is no formal tender procedure but a detailed written quotation is required.

Evaluation Criteria -Quotations will be assessed and scored on the following criteria:

Cost (40%)

Demonstrable Understanding of Industry Sector (20%)

Delivery Timescale (20%) 

Ease of Communication (20%) 

Scoring Methodology
4 Excellent	Proposal meets and in some places exceeds the required standard
3 Good	Proposal meets required standard
2 Acceptable	Proposal meets the required standard in most respects, but is lacking or inconsistent in others
1 Poor	Proposal falls short of expected standard
0 Unacceptable	Completely or significantly fails to meet required standard or does not provide the relevant answer

Proposal Format - Proposals should clearly demonstrate how they meet the requirement set out above. Deadline and SubmissionQuotations are required by 5:00pm Friday 13 October 2017, either electronically or by post/in person to Graham Conway, Southlyn, Farnworth Road, Penketh, Warrington, Cheshire, WA5 2TX",,,"North West","79400000 ","Graham Conway",graham.conway@conwaycontrols.co.uk,"Conway Controls Systems, Southlyn,","Farnworth Road, Penketh,",Warrington,"WA5 2TX",England,"01744 813235",http://www.conwaycontrols.co.uk,"RFQ ISO Accreditation Management Consultancy CCS Ltd V3.1.docx ",,,01/11/2017,30/04/2018,13/10/2017,NO,,Yes,No,No,NotSpecified,2500,24999,,,,,,,"Other RFQ",
"A2SS Conway 2",Contract,"ST HELENS CHAMBER LIMITED",Closed,2017-10-03T15:09:16Z,"REQUEST FOR QUOTATION - ISO 9001 ACCREDITATION BODY - ST HELENS","Background
Conway Control Systems Ltd (CCS) is a company that specialises in the manufacture and supply of thermocouples, control systems and instrumentation for use in a number of industrial sectors and applications.  Demand is from domestic and international companies that specialise in fire testing, chemical and glass production, pharmaceutical, food, aerospace, military and automotive applications.

Many applications require demonstration of the latest quality standards, namely ISO9001:2015.  The business employs 8-10 staff and has grown steadily over the past few years.  Accreditation to ISO 9001:2015 would assist in further efficient growth of the business.  The creation of a revised ISO accredited quality management system would also support efficiencies in the day to day running of the business including: 

• product traceability 
• risk management 
• recruitment and training 
• customer satisfaction

Obtaining and maintaining ISO9001:2015 accreditation will also enable the business to secure larger contracts and generate further opportunities for expansion and growth.  

The company understands the work required to obtain and maintain accreditation, having worked with older standards for ISO9001 and has standard operating procedures in place to cover the day to day processes within the business.

Requirement
This RFQ is to carry out the accreditation procedure to gain ISO certification for 9001:2015.  Quotations are invited from appropriately qualified accreditation bodies for audit and certification. 

Deliverable Timescale
CCS plans to commence the audit and accreditation process within the period March, April or May 2018.






Indicative Budget
This work will be part funded though the European Regional Development Fund.  The project falls within the £2,500 - £24,999 bracket and therefore, under current Public Procurement Regulations, there is no formal tender procedure but a detailed written quotation is required.

Evaluation Criteria
Quotations will be assessed and scored on the following criteria:

Cost (60%)

Industry recognition of Accreditation Body (20%)

Delivery Timescale (10%) 

Ease of Communication (10%) 

Proposal Format
Proposals should clearly demonstrate how they meet the requirement set out above.

Deadline and Submission
Quotations are required by 5:00pm Friday 13 October 2017, either electronically or by post/in person to Graham Conway, Southlyn, Farnworth Road, Penketh, Warrington, Cheshire, WA5 2TX

Tel. 01744 813235
Email: graham.conway@conwaycontrols.co.uk

Date Published
3rd October 2017

This work is part funded by the European Regional Development Fund.",,,"North West","72225000 ","Graham Conway",graham.conway@conwaycontrols.co.uk,"Conway Control Systems Ltd","Southlyn, Farnworth Road, Penketh",Warrington,"WA5 2TX",England,"01744 813235",http://www.conwaycontrols.co.uk,,,,01/11/2017,30/04/2018,13/10/2017,NO,,Yes,No,No,NotSpecified,2500,24999,,,,,,,"Other RFQ",
BIP57832127,Contract,"Ministry of Defence, C&C, Other",Awarded,2017-10-22T17:30:07Z,"DE-Bielefeld: CB/BFG/0135","The procurement of an initial range of suitable Diesel Motor Emissions (DME) Vehicle Adaptors and Ancillaries for the following military vehicles:  MAN Support Vehicle 6 tonne (Vehicle Engine MAN D0836 LFG50, 6.9L, 326 bhp) (Adaptor and Filters); MAN Support Vehicle 9 and 15 tonne (Vehicle Engine MAN D2066 LF34, 10.85L, 440 bhp )(Adaptors, Filters and Hand Extension); OSHKOSH (Vehicle Engine Caterpillar C12, 12L, 410 bhp) (Adaptor and Filters); Schopt Towing Vehicle (Vehicle Engine Deutz TCS 2013 L06, 7.2L 320 bhp) (Adaptor, Data Logger, Additives, Flange, Filters)",,,"Any region","42514300 ","Sue Pinion",ArmyComrcl-BFG-Proc2@mod.uk,"Army (BFG) Commercial","Catterick Barracks/Kaserne",Bielefeld,"BF1 0AP",DE,+4952192542483,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'DE-Bielefeld: CB/BFG/0135'.",18/10/2017,16/09/2022,17/10/2017,NO,,No,No,No,Services,28680,0,17/10/2017,28680.21,"[EHC Teknik GmbH|Eiserfelder Strasse 316
        Siegen
        570870|||No|No]","Nils Held",18/10/2017,16/09/2022,"Open ",
BIP57949582,Contract,"Ministry of Defence, C&C, C&C",Closed,2017-10-30T16:32:10Z,"Purchase of a Global Positioning & Tracking System for RNLA with 5 years subscriptions and maintenance","Purchase of Global Positioning & Tracking System to allow exercise serials, to include 2 x Base Station, 15 GP&T tags back-up facility and initial training to users.  System should overlay Satellite Trackers onto Ordnance Survey mapping referencing the Military Grid Reference System.  Also requires Annual Subscription for 5 years, to provide 24-hour satellite cover and software update with ability to order replacement GP&T tags from the supplier on a call-off basis.",,,"South West","38112100 ",,defcomrclcc-navy13@mod.uk,"Room 303","Building 1/080","HMNB Portsmouth","PO1 3LU",UK,,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-HMNB Portsmouth: Global navigation and positioning systems (GPS or equivalent).'.",01/02/2018,01/02/2023,26/11/2017,NO,,Yes,No,No,Products,0,0,,,,,,,"Restricted ",
ACT/04571,Contract,"MINISTRY OF DEFENCE",Closed,2017-11-09T11:53:18Z,"FOR TRANSPARENCY PURPOSES ONLY.  Supply Installation Commission and Maintenance of Load Bank and Switch Gear for Diesel Generator at HMS Sultan","The Defence School of Marine Engineering's (DSMarE's) requires the supply, installation commission andmaintenance of a load bank.
The requirement is to replace the existing load bank and switchgear to support Marine Engineer (ME) operatorand maintainer training in DSMarE so that military personnel are effectively trained in line with the TrainingRequirement Authority (TRA) mandated Training Objectives (TOs) contained in the course specific FormalTraining Statement (FTS) as defined in the Role Performance Statement (RPS). The overall purpose as statedin the Statement of Requirements is to ensure that, in accordance with TRA direction, a load bank is procuredto support effective delivery of maintainer/operator training. The requirement includes the design, construction,delivery, installation and commissioning of a load bank and associated switchgear to support Instructor LedTraining (ILT) in Watt Hanger at DSMarE. Installation drawing in electronic format detailing connectivity of theload bank and switch gear installation. As well as initial operator training to DSMarE instructors, maintenanceand a programme of maintenance for the load bank for a period of 2 years.",,,"South East","45310000 ",,air-comrclfoienquiriesmultiuser@mod.gov.uk,"No 3 Site","Nimrod building, Royal Air Force","High Wycombe","HP14 4UE",England,,,"CF TENDER DOCUMENTS.zip ",,,01/02/2018,31/01/2020,04/01/2018,NO,,Yes,No,No,Products,240000,0,,,,,,,"RestrictedOJEU ",
BIP58416119,Contract,"Ministry of Defence, DIO, Defence Infrastructure Organisation (DIO)",Closed,2017-11-20T09:27:09Z,"Secondary Containment Improvement, Senoko, Singapore","The Oil Fuel Depot at Senoko is located at the northern edge of Singapore close to Sembawang Wharf. The value of the works is anticipated to be in the region of £9,000,000 GBP - £11,000,000 GBP. The works are primarily remedial works associated with the secondary containment bunds. The remedial measures include: adding an impermeable barrier to the bunds, increasing the containment volume (by increasing the bund heights with concrete walls) and providing new drainage infrastructure including new pumps. There will also be minor mechanical and electrical works to replace some existing systems which will be affected by the works.
      
      Anticipated skills required:
      - Design and construction knowledge of Oil Fuel Depots
      - Design and construction of earthworks
      - Installation of liner systems
      - Design and construction of pumped drainage
      - Working with contaminated ground
      - Working in an operational site
      - Design and installation of electrical and mechanical systems
      - Overcoming difficult site access issues
      - Knowledge of UK, military and Singaporean regulations",,,Scotland,"22314000 45000000 ",,DIOComrcl-1a3@mod.uk,"Room 1.2.24","Kentigern House",Glasgow,"G2 8EX",UK,+441412248979,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-Glasgow: Construction work.'.",30/11/2018,30/04/2020,22/12/2017,NO,,No,No,No,Works,9000000,11000000,,,,,,,"Restricted ",
TORB001-DN295925-95617020,Contract,"Torbay Council",Awarded,2017-11-21T10:19:32Z,"Torbay Airshow - Commercial Partner","It is planned for the Torbay Airshow to become an annual event taking place over the first weekend of June.

The Authority is seeking an experienced event management company with a proven track record of delivering large-scale events, preferably air shows, with an event audience in excess of 100,000 people.

The last Torbay Airshow in June 2017 attracted some 150,000 spectators to the event and the aim is to grow attendance by at least 15% each year to the benefit of the local economy. There is potential to grow in stature in a similar way to the air shows in Eastbourne, Bournemouth and Southend - all similarly free air show which attract significant numbers. 

The Airshow will potentially have a three hour flying programme each day and there will be a full ground display on Paignton Green and Preston Green with military attractions as well as a fun fair and other points of interest.",,,"South West","79952000 92000000 ",,procurement.team@torbay.gov.uk,"Torbay Council, Town Hall, Castle Circus",,Torquay,"TQ1 3DR",England,,www.torbay.gov.uk,,"www.supplyingthesouthwest.org.uk ","In order to give potential Applicants unrestricted, full, direct and free of charge access to the Tender Documents the Authority is providing the Documents in PDF format in the Opportunities Area of the Supplying the South West e-Tendering portal (ProContract).

In order to access amendable versions of the Documents and to submit a response Applicants must be registered on ProContract. Applicants should then register an interest to access the opportunity, download the Documents for completion and submit a response.",13/11/2017,11/11/2022,02/10/2017,YES,TORB001-DN295925-95617020,Yes,Yes,No,Services,5000000,5000000,19/10/2017,5000000,"[Richmond Event Management Ltd|BS1 4QH|||Yes|No]",,23/10/2017,20/11/2022,"OpenOJEU ",
CSS/0106,Contract,"DEFENCE EQUIPMENT & SUPPORT",Awarded,2017-11-23T10:42:52Z,"Provision of Tactical Personal Water Craft, to include In-Service Support and Post Design Services","The Commercially Supported Shipping (CSS) team has a requirement for Tactical Personal Water Craft, split across two (2) size variants, and various ancillary items.
It is envisaged this can be met with a Commercial-Off-The-Shelf (COTS) or Military-Off-The-Shelf (MOTS) solution, with some minor modification required. The requirement will include post-design services modification, in-service support and spares provision, and the potential for mid-life replenishment.",,,"South West","34520000 ",,DESShipsComrcl-CSS-3b1@mod.uk,"Ash 2a #3203, NH3, MoD Abbey Wood (South)",,Bristol,"BS34 8JH",England,,,"20170223-0106_TCs_Small.pdf 20170223-0106_DEFFORM_47_Small.pdf Copy of 20170223-0106_ITN_2_Annex_A_SoTR_Small.xlsx 20170223-0106_DEFFORM_47_Annex_G_DEFFORM_702_Small.doc 20170223-0106_DEFFORM_47_Annex_D_TENDER_DELIVERABLES_Small.docx 20170223-0106_DEFFORM_47_Annex_E_Pricing_and_Rates_Small.xls 20170223-0106_DEFFORM_028ABW_Small.doc 20170223-0106_DEFFORM_47_Annex_F_TCQ_Template_Small.docx 20170223-0106_ITN_10_Information_Reporting.xls 20170223-0106_ITN_11_TAF.xls 20170223-0106_ITN_12_KPIs.xls 20170223-0106_DEFFORM_47_Annex_C_TRIALS_PLAN_Small.docx 20170221-0106_Security_Aspects_Letter_Small.pdf 20170223-0106_TCs_Large.pdf 20170223-0106_DEFFORM_47_Large.pdf Copy of 20170223-0106_ITN_2_Annex_A_SoTR_Large.xlsx 20170223-0106_DEFFORM_47_Annex_E_Pricing_and_Rates_Large.xls 20170224-0106_Estimated_Procurement_Timescales.docx ",,"Some documents are classed as Official-Sensitive and have not been published. Others are MoD documents that are available elsewhere, but are excessively large to publish again.

AWARD - Contract Award documents are the same as ITN, with exception of T&Cs for Small & Large which have been amalgamated as a single contract has been awarded.",11/09/2017,31/03/2024,26/04/2017,YES,CSS/0106,Yes,No,No,Products,4000000,0,22/09/2017,4582000,"[Salterns Marina Ltd, Trading as Golden Arrow Marine|Salterns Marina Ltd, Trading as Golden Arrow Marine,
Southampton,
United Kingdom|||Yes|No]",,03/10/2017,31/03/2024,"CompetitiveProcedureWithNegotiationOJEU ",
"AWARD NOTICE FOR - CB/BFG/0135",Contract,"MINISTRY OF DEFENCE",Awarded,2017-11-29T13:42:41Z,"AWARD NOTICE FOR - CB/BFG/0135","The procurement of an initial range of suitable Diesel Motor Emissions (DME) Vehicle Adaptors and Ancillaries for the following military vehicles: MAN Support Vehicle 6 tonne (Vehicle Engine MAN D0836 LFG50, 6.9L, 326 bhp)(Adaptor and Filters0: MAN Support Vehicle 9 and 15 tonne (Vehicle Engine MAN D2066 LF34, 10.85L, 440 bhp) (Adaptors, Filters and Hand Extension); OSHKOSH (Vehicle Engine Caterpillar C12, 12L, 410 bhp) (Adaptor and Filters); Schopt Towing Vehicle (Vehicle Engine Deutz TCS 2013 L0-6, 7.2L 320 bhp) (Adaptor, Data Logger, Additives, Flange, Filters)",,,"Any region","42514300 ",,sue.pinion402@mod.uk,"Army (BFG) Commercial, Catterick Barracks/Kaserne","Detmolder Strasser 440",Bielefeld,"BF1 0AP",England,"+49 52192542483",,"20171129-CBBFG0135_Redacted_Contract_Award.pdf ",,,17/10/2017,16/11/2022,14/08/2017,NO,,Yes,No,No,Services,28680,0,16/10/2017,28680,"[EHC Technik GmbH|Eiserfelder Strasse 316
57080 Siegen
Germany|NONE||Yes|No]",,17/10/2017,16/11/2022,"OpenNonOJEU ",
BIP58717390,Contract,"Ministry of Defence, C&C, C&C",Closed,2017-12-03T12:51:11Z,"Technical Support to Project Waterguard","The MOD complies with Her Majesty's Revenue and Customs (HMRC) regulatory requirements that are enshrined in UK Legislation.  Working with Industry, it is also improving the ability to appropriately report on Assets Subject to Special Control (ASSC) which includes, but not limited to, the US International Traffic in Arms Regulations (ITAR), the UK-US Defence Trade Cooperation Treaty (DTCT) and the US Export Administration Regulations (EAR), other Foreign Military Sales (FMS) agreements or Memorandums of Understanding (MoU) for the import, re-export and re-transfer of Export Controlled equipment. Technical support to transition MOD through future Brexit process.",,,"South West","71356300 ",,defcomrcl-cchocs1b1@mod.uk,"Room 2.1.02, Level 2","Kentigern House",Glasgow,"G2 8EX",UK,+441412242716,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-Glasgow: Technical support services.'.",01/04/2018,31/03/2019,05/01/2018,NO,,Yes,No,No,Services,0,0,,,,,,,"Restricted ",
K-7-8-4-1,Contract,"National Army Museum",Closed,2017-12-04T11:50:06Z,"Transport Tender","The National Army Museum wishes to appoint an art shipping company (""the company"") to pack and transport 65 objects from various lenders to the National Army Museum in Chelsea for an exhibition opening in March 2018.

Included as separate documents with this tender brief are:

•	Excel spread sheet with a list of objects, dimensions, crate requirements, courier requirements, lenders and delivery dates.
•	A list of collection addresses for all lenders.
•	Specification of pre-existing crates

1. The company will be responsible for:
1.1. Liaising with NAM and lenders from appointment onwards to ensure that delivery of the objects will be achieved on time for the opening of the exhibition in March 2018.
1.2. The provision of suitable packing systems to enable the safe transit of objects. This should include soft wrapping materials as well as transport crates. Where indicated on the provided spread sheet pre-made crates will be supplied and must be collected from NAM Chelsea and transported to the lender's venue.
1.3 Packing of objects for transport on collection at the lenders' sites.
1.4. Ensuring all works are transported in a vehicle fitted with climatic control and air-ride suspension.
1.5. Movement of objects to either the temporary objects store or gallery on the second floor of the museum. Please note this requirement in particular in relation to the Canoe from the Combined Military Services Museum, which will not fit in our lift.
1.6. Making all travel, accommodation and per diem arrangements for couriers, where required.
1.7. Insurance for all objects while in transit.
1.8. Responsibility for duty of care to building and internal structures during transport and installation of objects. All precautions must be taken to avoid damage including the supply/fitting of suitable protection for floor and other areas of gallery spaces during installation of objects.
1.9. Health and safety risk assessments for all aspects of the work to be carried out.
1.10. Ensuring the correct licences are held to transport the objects listed, including a section 5 firearms licence.

Access notes: Entry to the National Army Museum will be via the groups entrance, from the museums staff carpark off Royal Hospital Road. These doors enter the museum on the first floor. We do not have a loading bay or dedicated goods lift but there is a large passenger lift that will accommodate most of the objects.

Examples of similar projects: The provision of evidence relating to previous projects of a similar nature to those detailed in the accompanying document is essential and will be viewed in support to suggested method and cost estimates. Of particular relevance would be evidence demonstrating appropriate handling or large 3D objects and the logistical management of projects involving multiple lenders.",,,London,"60100000 92500000 ","Ms H Shorland",hshorland@nam.ac.uk,"National Army Museum",,London,"SW3 4HT",England,"020 7881 2467",www.nam.ac.uk,"Tender Information.docx Proposed Object list.xlsx Existing Crate Information.docx Collection Object Addresses.docx ",,,02/02/2018,11/03/2018,17/12/2017,NO,,Yes,No,No,Services,5000,0,,,,,,,"CompetitiveQuotationNonOJEU ",
